mean_red,std_red,mean_green,std_green,mean_blue,std_blue,frame,sample_id,sample_source
212.64989,26.197657,0.0,0.0,41.44213,14.293028,12,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.20341,26.325762,0.0,0.0,40.730614,13.988981,13,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.09288,26.716192,0.0,0.0,40.510994,14.05608,14,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
209.56163,26.980923,0.0,0.0,40.244213,14.030616,15,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.10619,26.743433,0.0,0.0,42.706306,14.580088,16,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.19589,26.805435,0.0,0.0,42.772568,14.6940565,17,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.761,26.881279,0.0,0.0,43.001736,14.836005,18,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.61053,26.594736,0.0,0.0,43.412037,14.8444605,19,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.46123,26.709377,0.0,0.0,43.39207,14.898963,20,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.26852,26.929934,0.0,0.0,43.109955,14.9488535,21,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.55556,26.710041,0.0,0.0,43.239582,14.901273,22,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.69589,26.723265,0.0,0.0,43.278355,14.9731455,23,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.74797,26.843174,0.0,0.0,43.327835,15.054892,24,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.01389,26.840672,0.0,0.0,43.46875,15.071844,25,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.49132,26.705938,0.0,0.0,43.64352,15.109963,26,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.97453,26.581383,0.0,0.0,43.911167,15.172596,27,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.13136,26.584696,0.0,0.0,44.091434,15.196829,28,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.41058,26.642918,0.0,0.0,44.180267,15.348863,29,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.89525,26.534428,0.0,0.0,44.391205,15.4149685,30,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.02547,26.630432,0.0,0.0,44.51736,15.512791,31,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.26562,26.705475,0.0,0.0,44.72222,15.626383,32,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.56944,26.737131,0.0,0.0,44.836517,15.724099,33,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.8015,26.720203,0.0,0.0,44.97251,15.745079,34,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.69879,26.575796,0.0,0.0,44.926792,15.643901,35,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.69328,26.456358,0.0,0.0,44.853878,15.557402,36,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.88484,26.283104,0.0,0.0,44.84722,15.445538,37,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.29803,25.890903,0.0,0.0,45.038193,15.329115,38,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.66116,25.992977,0.0,0.0,42.452255,14.567334,39,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.9103,26.290115,0.0,0.0,41.520256,14.286124,40,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.38426,26.42142,0.0,0.0,40.786167,14.079932,41,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.31279,26.633686,0.0,0.0,42.45515,14.463447,42,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
209.74797,26.82001,0.0,0.0,42.23293,14.557551,43,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
209.3533,26.982235,0.0,0.0,42.301506,14.584621,44,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
209.83797,26.87956,0.0,0.0,42.497974,14.555409,45,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.17824,26.716328,0.0,0.0,42.67419,14.603985,46,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.46933,26.708035,0.0,0.0,42.83912,14.629733,47,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.89381,26.594477,0.0,0.0,43.03501,14.644009,48,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.83536,26.658588,0.0,0.0,42.942997,14.698413,49,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.67766,26.772602,0.0,0.0,42.87934,14.748379,50,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.91638,26.57992,0.0,0.0,43.05874,14.581241,51,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.9265,26.571342,0.0,0.0,43.065395,14.652092,52,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.88918,26.685446,0.0,0.0,43.016205,14.720713,53,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.24739,26.598576,0.0,0.0,43.17824,14.722709,54,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.93547,26.21581,0.0,0.0,43.511574,14.635893,55,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.26158,26.169594,0.0,0.0,43.647858,14.75428,56,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.05411,26.429232,0.0,0.0,43.359955,14.820475,57,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.23756,26.482622,0.0,0.0,43.408855,14.879875,58,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.89554,26.176237,0.0,0.0,43.71412,14.865441,59,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.20515,26.121708,0.0,0.0,41.62963,14.282897,60,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.53761,26.065674,0.0,0.0,41.841724,14.312611,61,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.96527,25.872114,0.0,0.0,41.993633,14.29458,62,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.31627,25.74777,0.0,0.0,42.12905,14.261086,63,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.1386,25.954613,0.0,0.0,42.141205,14.403687,64,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.29543,25.94747,0.0,0.0,42.24913,14.407657,65,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.41232,25.976938,0.0,0.0,42.289352,14.49302,66,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.73264,25.91081,0.0,0.0,42.430843,14.494146,67,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.03935,25.778496,0.0,0.0,42.56192,14.490346,68,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.30556,26.12072,0.0,0.0,42.20197,14.510802,69,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.09982,26.19198,0.0,0.0,41.591724,14.241418,70,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.50636,26.490541,0.0,0.0,40.858505,14.11143,71,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.09491,27.05868,0.0,0.0,40.297455,14.154265,72,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.12096,26.98027,0.0,0.0,42.445892,14.680863,73,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.30989,26.82909,0.0,0.0,42.71788,14.636885,74,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.62933,26.761929,0.0,0.0,42.873264,14.662035,75,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.07841,26.521217,0.0,0.0,43.083332,14.633169,76,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.99045,26.14854,0.0,0.0,43.469906,14.632149,77,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.01418,26.17359,0.0,0.0,43.4783,14.632085,78,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.386,26.606667,0.0,0.0,43.007523,14.761764,79,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.44386,26.603065,0.0,0.0,43.038483,14.760765,80,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.69098,26.422142,0.0,0.0,43.349827,14.660886,81,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.19647,26.725952,0.0,0.0,43.180557,14.782816,82,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.09752,26.876368,0.0,0.0,42.911747,14.883538,83,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.08652,26.345896,0.0,0.0,43.58073,14.805641,84,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.17274,26.39725,0.0,0.0,43.651043,14.794984,85,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.09752,26.545101,0.0,0.0,43.40712,14.954195,86,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.70602,26.295437,0.0,0.0,43.686054,14.938303,87,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.14786,26.151344,0.0,0.0,43.913773,14.890809,88,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.15393,26.198042,0.0,0.0,41.72222,14.346281,89,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.2147,26.363964,0.0,0.0,41.7228,14.414543,90,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.43982,26.291069,0.0,0.0,41.852432,14.408744,91,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.7283,26.208641,0.0,0.0,41.989872,14.458961,92,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.01476,26.10989,0.0,0.0,42.179108,14.479233,93,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.22627,26.104652,0.0,0.0,42.25,14.509117,94,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.57408,25.958082,0.0,0.0,42.38947,14.527231,95,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.83246,25.847107,0.0,0.0,42.530094,14.541456,96,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.80585,26.020918,0.0,0.0,42.526043,14.579996,97,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.31741,25.754578,0.0,0.0,42.73698,14.541965,98,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.1681,25.74513,0.0,0.0,42.61053,14.484385,99,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.38252,26.149977,0.0,0.0,41.76389,14.336475,100,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.67824,26.522343,0.0,0.0,40.957176,14.201914,101,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.0029,26.5726,0.0,0.0,40.75434,14.067735,102,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.57147,26.631771,0.0,0.0,42.640335,14.652119,103,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.7853,26.5836,0.0,0.0,42.98611,14.680109,104,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.17998,26.425537,0.0,0.0,43.182293,14.594967,105,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.46875,26.376858,0.0,0.0,43.37818,14.661819,106,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.7529,26.349255,0.0,0.0,43.480904,14.755519,107,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.03761,26.33613,0.0,0.0,43.632233,14.8083,108,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.1302,26.317415,0.0,0.0,43.447918,14.88119,109,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.95457,26.384203,0.0,0.0,43.303818,14.759442,110,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.27806,26.12626,0.0,0.0,43.41956,14.668399,111,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.22627,26.204685,0.0,0.0,43.377605,14.748138,112,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.96875,26.417852,0.0,0.0,43.310474,14.826855,113,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.4132,26.19592,0.0,0.0,43.515335,14.753954,114,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.10098,25.867136,0.0,0.0,43.79543,14.785898,115,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.14005,25.95751,0.0,0.0,43.83102,14.892393,116,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.06395,26.139942,0.0,0.0,43.905094,14.923793,117,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.546,25.980421,0.0,0.0,44.081306,14.958644,118,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
213.93431,25.74745,0.0,0.0,44.226562,14.84304,119,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.34578,25.690577,0.0,0.0,44.515625,14.885629,120,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.20284,25.79764,0.0,0.0,42.24624,14.328118,121,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.66435,25.596205,0.0,0.0,44.565105,14.962969,122,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.78067,25.533848,0.0,0.0,42.48669,14.360091,123,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.73958,25.658344,0.0,0.0,42.453995,14.362038,124,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.27402,25.419487,0.0,0.0,42.696182,14.379095,125,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.47743,25.36225,0.0,0.0,42.79109,14.374267,126,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
215.19127,25.54303,0.0,0.0,42.654224,14.413052,127,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
214.13136,25.78138,0.0,0.0,42.12153,14.296453,128,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.58333,25.93458,0.0,0.0,41.35822,14.083544,129,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.375,26.254463,0.0,0.0,40.897858,14.012797,130,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
210.8556,26.483162,0.0,0.0,42.756943,14.580772,131,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.15047,26.386482,0.0,0.0,43.130207,14.652055,132,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.17564,26.405176,0.0,0.0,43.153645,14.665339,133,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
211.55237,26.32449,0.0,0.0,43.36574,14.705202,134,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.06627,26.215706,0.0,0.0,43.616318,14.769322,135,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.36661,26.115011,0.0,0.0,43.747395,14.706666,136,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.38802,26.164293,0.0,0.0,43.528934,14.767224,137,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.36574,26.121609,0.0,0.0,43.425926,14.745047,138,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.48148,26.031658,0.0,0.0,43.49624,14.698158,139,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.45631,26.1126,0.0,0.0,43.463833,14.732054,140,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
212.57928,26.116493,0.0,0.0,43.586227,14.7506895,141,0,data/covital-data-clinical/survey-id=f8c2a9cc-fb45-4960-a1b6-36f3e3e22498/2020-04-23 06:43:00.630986.mp4
